en_label,ja_label,category_en,category_ja,en_description,ja_description,qid
preterm birth,早産,medical sign,医学的徴候,birth at a gestational age less than 37 weeks,,Q625506
Sister Mary Joseph nodule,シスター・ジョセフの小結節,medical sign,医学的徴候,palpable nodule bulging into the umbilicus,,Q1093872
trauma triad of death,外傷死の3徴,medical sign,医学的徴候,"the combination of hypothermia, acidosis and coagulopathy often seen in severe trauma cases",,Q890226
speech disorder,発話障害,medical sign,医学的徴候,type of communication disorder in which normal speech is disrupted,,Q1282114
dysproteinemia,タンパク異常血症,medical sign,医学的徴候,,,Q1269330
mydriasis,散瞳,medical sign,医学的徴候,increase in size of the pupil's diameter and dilation,疾患や薬物、外傷によって瞳孔が過度に拡大する現象,Q1128283
hypoproteinemia,低タンパク血症,medical sign,医学的徴候,abnormally low level of protein in the blood,,Q1036403
hypothermia,低体温症,medical sign,医学的徴候,condition caused when the human body gets too cold,体温が35℃未満に下がった状態,Q1036696
Kussmaul breathing,クスマウル呼吸,medical sign,医学的徴候,hyperventilation associated with metabolic acidosis,,Q1122344
hypomagnesemia,マグネシウム欠乏症,medical sign,医学的徴候,condition of low level of magnesium in the body,,Q3771629
Chvostek sign,クボステーク徴候,medical sign,医学的徴候,clinical sign of existing nerve hyperexcitability,,Q1090174
Prehn's sign,プレーン徴候,medical sign,医学的徴候,medical sign for testicular pain,,Q1459899
dehydration,脱水,medical sign,医学的徴候,deficit of total body water,体内の水分不足,Q194290
Döhle bodies,デーレ小体,medical sign,医学的徴候,basophilic leukocyte inclusions located in the peripheral cytoplasm of neutrophils,好中球の細胞質にみられる淡青色の封入体,Q1270992
boiling frog,茹でガエル,medical sign,医学的徴候,metaphor for the inability of people to react to significant changes that occur gradually,,Q2363109
Hutchinson's teeth,ハッチンソンの歯,medical sign,医学的徴候,clinical sign of congenital syphilis,先天性梅毒の臨床徴候,Q1424702
clonus,クローヌス,medical sign,医学的徴候,medical sign,,Q1424895
blood in stool,下血,medical sign,医学的徴候,symptom,,Q1214063
Froment's sign,フローマン徴候,medical sign,医学的徴候,neurological sign of ulnar nerve damage,,Q1469832
jaundice,黄疸,medical sign,医学的徴候,human disease,,Q133244
hyperreflexia,反射亢進,medical sign,医学的徴候,symptom,,Q1429154
oliguria,乏尿,medical sign,医学的徴候,low output of urine,,Q961326
cataract,白内障,medical sign,医学的徴候,"clouding of the lens inside the eye, which leads to low vision",,Q127724
hypoxemia,低酸素血症,medical sign,医学的徴候,abnormally low level of oxygen in the blood,,Q1479485
body mass index,ボディマス指数,medical sign,医学的徴候,measure of relative weight based on an individual's mass and height,ヒトの肥満度を表す体格指数,Q131191
Rossolimo's sign,ロッソリモ反射,medical sign,医学的徴候,medical condition,,Q1923089
Risus sardonicus,痙笑,medical sign,医学的徴候,spasm of the facial muscles,,Q2001556
Hoffmann's sign,ホフマン反射,medical sign,医学的徴候,reflex test,,Q2340398
pulsus paradoxus,奇脈,medical sign,医学的徴候,is an abnormally large decrease in systolic blood pressure and pulse wave amplitude during inspiration.,,Q2550477
Murphy's sign,マーフィー徴候,medical sign,医学的徴候,maneuver during a physical examination as part of the abdominal examination,,Q1953811
vasospasm,血管痙攣,medical sign,医学的徴候,condition in which an arterial spasm leads to vasoconstriction,,Q2849606
pulsus bigeminus,二段脈,medical sign,医学的徴候,,,Q2902456
Basopenia,好塩基球減少,medical sign,医学的徴候,medical condition,,Q4867827
Chaddock reflex,チャドック反射,medical sign,医学的徴候,diagnostic reflex similar to the Babinski reflex,,Q143115
Asboe-Hansen sign,アスボー・ハンセン徴候,medical sign,医学的徴候,extension of a blister to adjacent unblistered skin when pressure is put on the top of the bulla,,Q2510343
cardio-thoracic ratio,心胸郭比,medical sign,医学的徴候,,,Q1392898
Blumberg's sign,ブルンベルグ徴候,medical sign,医学的徴候,clinical sign indicative of peritonitis,,Q255605
winged scapula,翼状肩甲,medical sign,医学的徴候,skeletal muscle condition around the shoulder blade,,Q2228992
urinary cast,尿円柱,medical sign,医学的徴候,Abnormal protein precipitations in urine in certain disease states,,Q245639
adult attention deficit hyperactivity disorder,大人のADHD,medical sign,医学的徴候,the neurobiological condition of attention deficit hyperactivity disorder (ADHD) in adults,多動性のみ幼少期よりも改善した状態のADHD,Q1812920
intracranial hypotension,頭蓋内低血圧,medical sign,医学的徴候,human disease,,Q16831900
cytopenia,血球減少,medical sign,医学的徴候,medical condition,,Q246147
akinesia,無動症,medical sign,医学的徴候,inability to initiate movement,,Q418527
blue baby syndrome,青色児症候群,medical sign,医学的徴候,two situations that lead to cyanosis in infants,,Q2568913
edema,浮腫,medical sign,医学的徴候,abnormal accumulation of fluid in the interstitium,,Q152234
vaginal bleeding,不正出血,medical sign,医学的徴候,bleeding through the vagina,,Q244913
pathognomonic,特徴的症状,medical sign,医学的徴候,characteristic for a particular disease,,Q1981783
abdominal distention,腹部膨満,medical sign,医学的徴候,physical symptom,,Q2536390
Harris lines,発育阻止線,medical sign,医学的徴候,medical condition,,Q1586180
hyperesthesia,知覚過敏,medical sign,医学的徴候,exaggerated sensations of tactile stimuli,,Q1638131
electrolyte imbalance,電解質の不均衡,medical sign,医学的徴候,abnormalities in the levels of electrolytes which are medically significant,,Q1326943
Gordon's sign,ゴードン反射,medical sign,医学的徴候,Clinical sign,,Q1503754
miosis,縮瞳,medical sign,医学的徴候,excessive constriction of the pupil,,Q596899
hyperkalemia,高カリウム血症,medical sign,医学的徴候,elevated level of potassium (K+) in the blood serum.,,Q605259
Jendrassik maneuver,ジェンドラシック手技,medical sign,医学的徴候,medical maneuver to test reflexes,膝蓋腱反射の検査で使用される手法,Q1686841
hyperproteinemia,高タンパク血症,medical sign,医学的徴候,increased concentration of proteins in the blood,,Q3144191
nail clubbing,ばち指,medical sign,医学的徴候,deformity found in nails,,Q1340669
failure to thrive,成長障害,medical sign,医学的徴候,condition of children whose current weight or rate of weight gain is much lower than expected,,Q1497481
hypophosphatemia,低リン血症,medical sign,医学的徴候,electrolyte disorder in which there is a low level of phosphate in the blood,,Q1641384
Oppenheim's sign,オッペンハイム反射,medical sign,医学的徴候,medical condition,,Q1503727
Frank's sign,フランク徴候,medical sign,医学的徴候,diagonal crease in the ear lobe extending from the tragus across the lobule to the rear edge of the auricle,,Q3483662
fibrosis,線維化,medical sign,医学的徴候,formation of excess fibrous connective tissue in an organ or tissue in a reparative or reactive process,,Q605709
hypoalbuminemia,低アルブミン血症,medical sign,医学的徴候,medical sign in which the level of albumin in the blood is abnormally low,,Q1640780
Hypomimia,仮面様顔貌,medical sign,医学的徴候,reduced degree of facial expression,,Q1503965
Codman triangle,コッドマンの三角,medical sign,医学的徴候,triangular area of new subperiosteal bone that is created when a lesion raises the periosteum away from the bone,,Q3287582
aortic dissection,大動脈解離,medical sign,医学的徴候,injury to the innermost layer of the aorta,大動脈の層構造が剥がれていく疾患,Q594660
Macdonald triad,マクドナルドの3兆候,medical sign,医学的徴候,set of behavioral characteristics thought to be associated with later violent tendencies,,Q2669388
Tinel sign,チネル徴候,medical sign,医学的徴候,medical condition,,Q1623043
periorbital puffiness,涙袋,medical sign,医学的徴候,appearance of swelling in the tissues around the eyes,,Q3381914
Leser–Trélat sign,レーザー・トレラ徴候,medical sign,医学的徴候,explosive onset of multiple seborrheic keratoses,,Q1507044
weight gain,体重増加,medical sign,医学的徴候,increase in a person's total body mass,,Q3403879
Bruns nystagmus,Bruns眼振,medical sign,医学的徴候,type of bilateral nystagmus most commonly occurring in patients with cerebellopontine angle tumours,,Q4979462
butterflies in the stomach,胸キュン,medical sign,医学的徴候,English expression,,Q5002909
Broadbent sign,ブロードベント・サイン,medical sign,医学的徴候,clinical sign in which the 11th and 12th ribs are indrawn,,Q4972046
functional murmur,機能性雑音,medical sign,医学的徴候,systolic ejection murmur without any organic dysfunction,,Q3773761
photophobia,羞明,medical sign,医学的徴候,medical condition,,Q281289
emaciation,羸痩,medical sign,医学的徴候,extreme weight loss and unnatural thinness due to a loss of subcutaneous fat,体重や体脂肪率の著しい減少で肋骨など骨の形が皮膚の上に浮き上がる痩せ過ぎ状態、またBMI17.6未満という標準体重より20％以上体重が少ない病態,Q568378
dysmetria,ディスメトリア,medical sign,医学的徴候,type of ataxia characterized by the inability to carry out movements with the correct range and motion across the plane of more than one joint related to incorrect estimation of the distances required for targeted movements,,Q517183
hypotonia,ヒポトニア,medical sign,医学的徴候,"abnormally low muscle tone, lack of resistance to passive movement",,Q1753547
organomegaly,臓器肥大,medical sign,医学的徴候,medical condition in which organs are larger than normal,,Q285115
refractive error,屈折異常,medical sign,医学的徴候,cause of vision problems,,Q470427
Rovsing's sign,ロブシング徴候,medical sign,医学的徴候,medical condition,,Q2003715
muscle atrophy,筋萎縮,medical sign,医学的徴候,"process that is characterized by a decrease in protein content, fiber diameter, force production and fatigue resistance.",,Q1557686
